"Entry ID","Lemma ID","Batch","List","Item","English Word Frequency","Frequency","Frequency SD","Frequency Z","Frequency N","Frequency (Native)","Frequency Sd (Native)","Frequency Z (Native)","Frequency N (Native)","Frequency (Nonnative)","Frequency SD (Nonnative)","Frequency N (Nonnative)","Frequency Z (Nonnative)","Dominant English Translation","Sign Unknown (%)","English Translation Agreement (%)","Unknown To Participant (%) (Native)","English Name Agreement (%) (Native)","Unknown To Participant (%) (Nonnative)","English Name Agreement (%) (Nonnative)","Non-Signer Iconicity","Non-Signer Iconicity SD","Non-Signer Iconicity Z","Non-Signer Iconicity N","Non-Signer Iconicity SD","Iconicity Type","Deaf Signer Iconicity","Deaf Signer Iconicity SD (Native)","Deaf Signer Iconicity N","Deaf Signer Iconicity Z","Deaf Signer Iconicity (Native)","Deaf Signer Iconicity SD (Native)","Deaf Signer Iconicity Z (Native)","Deaf Signer Iconicity N (Native)","English Translation Agreement","Guess accuracy","Transparency","Transparency SD","Transparency Z","Lexical Class","Sign Onset (ms)","Sign Offset (ms)","Duration (ms)","Video Length (ms)","In CDI","CDI Semantic Category","Initialized Sign","Fingerspelled Loan Sign","Compound","Number Of Morphemes","Handshape","Selected Fingers","Flexion","Flexion Change","Spread Change","Thumb Position","Thumb Contact","Sign Type","Path Movement","Repeated Movement","Major Location","Minor Location","Second Minor Location","Contact","Nondominant Handshape","Wrist Twist","Handshape M2","Selected Fingers M2","Flexion M2","Flexion Change M2","Spread M2","Spread Change M2","Thumb Position M2","Thumb Contact M2","Sign Type M2","Movement M2","Repeated Movement M2","Major Location M2","Minor Location M2","Second Minor Location M2","Contact M2","Nondominant Handshape M2","Wrist Twist M2","Handshape M3","Selected Fingers M3","Flexion M3","Flexion Change M3","Spread M3","Spread Change M3","Thumb Position M3","Thumb Contact M3","Signtype M3","Movement M3","Repeated Movement M3","Major Location M3","Minor Location M3","Second Minor Location M3","Contact M3","Nondominant Handshape M3","Wrist Twist M3","Handshape M4","Selected Fingers M4","Flexion M4","Flexion Change M4","Spread M4","Spread Change M4","Thumb Position M4","Thumb Contact M4","Sign Type M4","Movement M4","Repeated Movement M4","Major Location M4","Minor Location M4","Second Minor Location M4","Contact M4","Nondominant Handshape M4","Wrist Twist M4","Handshape M5","Selected Fingers M5","Flexion M5","Flexion Change M5","Spread M5","Spread Change M5","Thumb Position M5","Thumb Contact M5","Signtype M5","Movement M5","Repeated Movement M5","Major Location M5","Minor Location M5","Second Minor Location M5","Contact M5","Nondominant Handshape M5","Wrist Twist M5","Handshape M6","Selected Fingers M6","Flexion M6","Flexion Change M6","Spread M6","Spread Change M6","Thumb Position M6","Thumb Contact M6","Sign Type M6","Movement M6","Repeated Movement M6","Major Location M6","Minor Location M6","Second Minor Location M6","Contact M6","Nondominant Handshape M6","Wrist Twist M6","Sign Type Frequency","Major Location Frequency","Minor Location Frequency","Second Minor Location Frequency","Movement Frequency","Selected Fingers Frequency","Flexion Frequency","Flexion Change Frequency","Repeated Movement Frequency","Contact Frequency","Spread Frequency","Spread Change Frequency","Thumb Contact Frequency","Thumb Position Frequency","Ulnar Rotatio Nfrequency","Phonotactic Probability","Parameter Neighborhood Density","Neighborhood Density","SignBank Reference ID","Age Of Acquisition","Age Of Acquisition (Empirical)"
"garage","garage","A","3","22","3.143","4.28","1.429","0.143","25","3.933","1.335","0.004","15","4.8","1.476","10","0.353","null","null","null","null","null","null","null","2","1.049","-0.743","21","null","Arbitrary","3.61","1.8","31","0.12","3.58","1.77","0.16","19","null","null","null","null","null","Noun","434","1001","567","1201","Yes","Furniture and Rooms","null","null","null","1","3","im","Fully Open","null","null","Open","null","Asymmetrical Different Handshape","Straight","1","Hand","Hand Away","Hand Away","null","B","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.175","0.25","0.035","0.155","0.457","0.14","0.409","0.791","0.446","0.378","0.398","0.878","0.684","0.657","0.836","0.024","351","3","827","43","28"
"garlic","garlic","G","2","28","2.487","3.696","1.795","-0.375","27","3","1.333","-0.918","12","4.231","1.964","15","0.043","null","0.148","null","0.167","null","0.133","null","1.774","0.845","-0.898","31","null","Arbitrary","null","null","null","null","null","null","null","null","null","null","null","null","null","Noun","467","1301","834","1835","No","null","null","null","null","1","flat_b","imrp","Flat","1","1","Open","null","One Handed","Straight","1","Head","Chin","Head Away","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.392","0.266","0.037","0.178","0.457","0.449","0.162","0.209","0.446","0.622","0.602","0.122","0.684","0.657","0.836","0.128","361","null","null","null","null"
"gas","gas","A","3","90","3.539","6.08","1.187","1.098","25","6.4","0.737","1.294","15","5.6","1.578","10","0.804","null","null","null","null","null","null","null","3.857","1.526","0.12","21","null","Arbitrary","2.63","1.5","31","-0.36","2.44","1.46","-0.42","19","null","null","null","null","null","Noun","300","1101","801","1268","No","null","null","null","null","1","a","t","null","null","null","Open","null","Asymmetrical Different Handshape","Straight","1","Hand","Finger Radial","null","1","S","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.175","0.25","0.035","null","0.457","0.057","null","null","0.446","0.622","null","null","null","0.657","0.836","-0.756","414","3","843","null","null"
"gate","gate","E","3","64","3.214","3.759","1.618","-0.25","30","3.643","1.646","-0.326","14","3.867","1.642","16","-0.179","null","0.033","null","null","null","0.063","null","5.875","1.314","1.182","32","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Noun","467","1568","1101","2135","No","null","null","null","null","1","closed_b","imrp","Fully Open","null","null","Closed","null","Asymmetrical Same Handshape","Curved","1","Hand","Finger Back","Hand Away","1","closed_b","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.059","0.25","0.019","0.155","0.233","0.449","0.409","0.791","0.446","0.622","0.602","0.878","0.684","0.343","0.836","0.035","190","1","null","null","null"
"gate_close","gate_close","E","2","73","null","4","1.545","-0.13","32","4.2","1.568","-0.032","15","3.824","1.551","17","-0.217","null","null","null","null","null","null","null","5.267","1.701","0.645","30","CLOSE A GATE","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Verb","400","1401","1001","1969","No","null","null","null","null","1","closed_b","imrp","Fully Open","null","null","Closed","null","Asymmetrical Same Handshape","Curved","null","Hand","Hand Away","Finger Back","1","closed_b","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.059","0.25","0.035","0.01","0.233","0.449","0.409","0.791","0.554","0.622","0.602","0.878","0.684","0.343","0.836","0.122","190","3","null","null","null"
"gay","gay","D","3","11","3.479","4.692","1.644","0.332","26","5","1.414","0.471","16","4.2","1.932","10","0.111","null","null","null","null","null","null","null","1.25","0.608","-0.85","24","null","Arbitrary","1.15","0.37","26","-1.01","1.11","0.32","-0.99","18","null","null","null","null","null","Adjective","734","1502","767","2069","No","null","1","null","null","1","g","i","Flat","null","null","Open","null","One Handed","Straight","1","Head","Chin","null","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.392","0.266","0.037","null","0.457","0.261","0.162","0.791","0.446","0.622","null","null","0.684","0.657","0.836","-0.05","336","8","1511","null","null"
"generation","generation","H","1","32","2.792","4.75","1.404","0.375","28","4.643","1.598","0.302","14","4.857","1.231","14","0.448","null","null","null","null","null","null","null","2.75","1.97","-0.286","20","null","Arbitrary","null","null","null","null","null","null","null","null","null","null","null","null","null","Noun","400","1802","1401","2269","No","null","null","null","null","1","flat_o","imrp","Flat","null","null","Open","1","Symmetrical Or Alternating","Circular","1","Body","Body Away","Body Away","null","flat_o","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.345","0.094","0.016","0.045","0.076","0.449","0.162","0.791","0.446","0.378","0.602","0.878","0.316","0.657","0.836","-0.247","28","null","1512","null","null"
"germany","germany","D","2","88","2.845","2.926","1.639","-0.706","27","3.059","1.478","-0.667","17","2.7","1.947","10","-0.774","null","null","null","null","null","null","null","1.033","0.183","-0.879","30","null","Arbitrary","1.28","0.61","26","-0.94","1.22","0.55","-0.92","18","null","null","null","null","null","Name","567","1268","701","1869","No","null","null","null","null","1","5","imrp","Fully Open","1","null","Open","null","Symmetrical Or Alternating","None","1","Neutral","Neutral","null","1","5","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.345","0.363","0.363","null","0.153","0.449","0.409","0.209","0.446","0.622","0.398","0.878","0.684","0.657","0.836","0.299","190","2","1513","null","null"
"gesture","gesture","J","3","86","2.58","4.241","1.683","0.075","29","4.267","1.792","0.055","15","4.214","1.626","14","0.096","null","null","null","null","null","null","null","3.087","1.505","0.175","23","null","Arbitrary","null","null","null","null","null","null","null","null","null","null","null","null","null","Verb","367","1602","1235","2002","No","null","null","null","null","1","5","imrp","Fully Open","null","null","Open","null","Symmetrical Or Alternating","Circular","1","Neutral","Neutral","Neutral","null","5","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.345","0.363","0.363","0.426","0.076","0.449","0.409","0.791","0.446","0.378","0.398","0.878","0.684","0.657","0.836","0.425","141","11","1514","null","null"
"get","get","B","3","7","5.369","5.76","1.052","0.688","25","5.929","0.917","0.755","14","5.545","1.214","11","0.602","null","null","null","null","null","null","null","4.533","1.548","0.838","30","null","Pantomimic","3.07","1.91","31","0.07","2.82","1.76","-0.04","22","1.37","0.5","4.5","1.54","0.66","Verb","400","868","467","1502","Yes","Action Signs","null","null","null","1","o","imrp","Curved","1","1","Open","1","Symmetrical Or Alternating","Straight","null","Neutral","Neutral","Neutral","1","o","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","0.345","0.363","0.363","0.426","0.457","0.449","0.225","0.209","0.554","0.622","0.602","0.122","0.316","0.657","0.836","0.451","482","7","464","34","19"
